joinname_author,gender,sector,level,level_2010,level_changed,university,universityrank,department,georegion,first_pub,last_pub,years_diff,total_pub,year,n_author,f_i,int_score,int_pre_post,ANVUR,pub_pre_post,c_avg,cit_pre_post,coauthors_pre_post,fss,fss_pre_post,fascia_journal,fascia_pre_post,proportion_fascia,uni_cat,uniDept,id
ciaffi_daniela,F,SPS/10,assistant professor,unknown,not_same_level,PALERMO,high,Social Sciences,isolated,2013,2014,1,6,2014,2,0.5,0.5,0.444444444444444,Post_ANVUR,6,1.59946949602122,7,1.5,0.739040430033739,0.739040430033739,not_fascia_A,6,1,34,34   Social Sciences,127
ciaffi_daniela,F,SPS/10,assistant professor,unknown,not_same_level,PALERMO,high,Social Sciences,isolated,2013,2014,1,6,2014,2,0.5,0.5,0.444444444444444,Post_ANVUR,6,1.59946949602122,7,1.5,0.739040430033739,0.739040430033739,not_fascia_A,6,1,34,34   Social Sciences,127
ciaffi_daniela,F,SPS/10,assistant professor,unknown,not_same_level,PALERMO,high,Social Sciences,isolated,2013,2014,1,6,2013,6,0.166666666666667,0.666666666666667,0.444444444444444,Post_ANVUR,6,2.34501347708895,7,1.5,0.739040430033739,0.739040430033739,not_fascia_A,6,1,34,34   Social Sciences,127
ciampi_marina,F,SPS/07,assistant professor,assistant professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2013,2013,1,1,2013,1,1,0,0,Post_ANVUR,1,2.34501347708895,1,0,0.426436781609195,0.426436781609195,fascia_A,1,1,43,43   Social Sciences,128
ciastellardi_matteo,M,SPS/08,assistant professor,unknown,not_same_level,Politecnico di MILANO,high,Design,north,2009,2009,1,1,2009,4,0.25,0.75,0.75,Before_ANVUR,1,6.25454545454546,0,3,0,0,not_fascia_A,1,1,41,41   Design,129
cimagalli_folco,M,SPS/07,associate professor,associate professor,same_level,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",low,Humanities,center,2010,2010,1,1,2010,1,1,0,0,Before_ANVUR,1,5.21022727272727,0,0,0,0,fascia_A,1,1,22,22   Humanities,130
cioni_elisabetta,F,SPS/08,full professor,full professor,same_level,SASSARI,medium,Political Sciences,isolated,2014,2014,1,2,2014,1,1,0,0,Post_ANVUR,2,1.59946949602122,0,0.5,0,0,not_fascia_A,2,1,49,49   Political Sciences,131
cioni_elisabetta,F,SPS/08,full professor,full professor,same_level,SASSARI,medium,Political Sciences,isolated,2014,2014,1,2,2014,2,0.5,0,0,Post_ANVUR,2,1.59946949602122,0,0.5,0,0,not_fascia_A,2,1,49,49   Political Sciences,131
cipolla_costantino,M,SPS/07,full professor,full professor,same_level,BOLOGNA,high,Sociology,north,2014,2014,1,1,2014,5,0.2,0,0,Post_ANVUR,1,1.59946949602122,0,4,0,0,not_fascia_A,1,1,7,7   Sociology,132
clemente_carmine,M,SPS/07,assistant professor,assistant professor,same_level,BARI,high,Humanities,south,2014,2015,1,3,2015,1,1,0,0,Post_ANVUR,3,0.420353982300885,0,0.333333333333333,0,0,not_fascia_A,3,1,4,4   Humanities,133
clemente_carmine,M,SPS/07,assistant professor,assistant professor,same_level,BARI,high,Humanities,south,2014,2015,1,3,2015,2,0.5,0,0,Post_ANVUR,3,0.420353982300885,0,0.333333333333333,0,0,not_fascia_A,3,1,4,4   Humanities,133
clemente_carmine,M,SPS/07,assistant professor,assistant professor,same_level,BARI,high,Humanities,south,2014,2015,1,3,2014,1,1,0,0,Post_ANVUR,3,1.59946949602122,0,0.333333333333333,0,0,not_fascia_A,3,1,4,4   Humanities,133
cocco_emilio,M,SPS/10,assistant professor,assistant professor,same_level,TERAMO,medium,Humanities,south,2010,2012,2,3,2012,1,1,0,0,Post_ANVUR,1,3.55972696245734,0,0,0.479825517993457,0,not_fascia_A,1,1,55,55   Humanities,134
cocco_emilio,M,SPS/10,assistant professor,assistant professor,same_level,TERAMO,medium,Humanities,south,2010,2012,2,3,2010,1,1,0,0,Before_ANVUR,2,5.21022727272727,5,0,0.479825517993457,0.479825517993457,not_fascia_A,2,1,55,55   Humanities,134
cocco_emilio,M,SPS/10,assistant professor,assistant professor,same_level,TERAMO,medium,Humanities,south,2010,2012,2,3,2010,1,1,0,0,Before_ANVUR,2,5.21022727272727,5,0,0.479825517993457,0.479825517993457,not_fascia_A,2,1,55,55   Humanities,134
cocozza_antonio,M,SPS/09,associate professor,associate professor,same_level,ROMA TRE,medium,Humanities,center,2015,2015,1,2,2015,1,1,0,0,Post_ANVUR,2,0.420353982300885,0,0,0,0,fascia_A,2,1,45,45   Humanities,135
cocozza_antonio,M,SPS/09,associate professor,associate professor,same_level,ROMA TRE,medium,Humanities,center,2015,2015,1,2,2015,1,1,0,0,Post_ANVUR,2,0.420353982300885,0,0,0,0,fascia_A,2,1,45,45   Humanities,135
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2015,10,0.1,0.8,0.555,Post_ANVUR,10,0.420353982300885,36,3,1.02026117192598,0.997826022890187,not_fascia_A,10,1,28,28   Social Sciences,136
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2015,3,0.333333333333333,0.666666666666667,0.555,Post_ANVUR,10,0.420353982300885,36,3,1.02026117192598,0.997826022890187,not_fascia_A,10,1,28,28   Social Sciences,136
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2015,4,0.25,0.75,0.555,Post_ANVUR,10,0.420353982300885,36,3,1.02026117192598,0.997826022890187,not_fascia_A,10,1,28,28   Social Sciences,136
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2015,4,0.25,0.75,0.555,Post_ANVUR,10,0.420353982300885,36,3,1.02026117192598,0.997826022890187,not_fascia_A,10,1,28,28   Social Sciences,136
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2014,4,0.25,0.75,0.555,Post_ANVUR,10,1.59946949602122,36,3,1.02026117192598,0.997826022890187,not_fascia_A,10,1,28,28   Social Sciences,136
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2014,4,0.25,0.5,0.555,Post_ANVUR,10,1.59946949602122,36,3,1.02026117192598,0.997826022890187,not_fascia_A,10,1,28,28   Social Sciences,136
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2014,3,0.333333333333333,0.333333333333333,0.555,Post_ANVUR,10,1.59946949602122,36,3,1.02026117192598,0.997826022890187,not_fascia_A,10,1,28,28   Social Sciences,136
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2013,2,0.5,0,0.555,Post_ANVUR,10,2.34501347708895,36,3,1.02026117192598,0.997826022890187,not_fascia_A,10,1,28,28   Social Sciences,136
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2013,3,0.333333333333333,0.666666666666667,0.555,Post_ANVUR,10,2.34501347708895,36,3,1.02026117192598,0.997826022890187,not_fascia_A,10,1,28,28   Social Sciences,136
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2012,3,0.333333333333333,0.333333333333333,0.555,Post_ANVUR,10,3.55972696245734,36,3,1.02026117192598,0.997826022890187,not_fascia_A,10,1,28,28   Social Sciences,136
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2009,2,0.5,0.5,0.611111111111111,Before_ANVUR,3,6.25454545454546,6,1.66666666666667,1.02026117192598,0.022435149035797,not_fascia_A,3,1,28,28   Social Sciences,136
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2008,3,0.333333333333333,0.666666666666667,0.611111111111111,Before_ANVUR,3,8.54545454545455,6,1.66666666666667,1.02026117192598,0.022435149035797,not_fascia_A,3,1,28,28   Social Sciences,136
codagnone_cristiano,M,SPS/07,assistant professor,assistant professor,same_level,MILANO,high,Social Sciences,north,2007,2015,8,13,2007,3,0.333333333333333,0.666666666666667,0.611111111111111,Before_ANVUR,3,11.8645833333333,6,1.66666666666667,1.02026117192598,0.022435149035797,not_fascia_A,3,1,28,28   Social Sciences,136
coin_francesca,F,SPS/07,assistant professor,assistant professor,same_level,"""Ca' Foscari"" VENEZIA",medium,Humanities,north,2013,2013,1,1,2013,1,1,0,0,Post_ANVUR,1,2.34501347708895,0,0,0,0,not_fascia_A,1,1,1,1   Humanities,137
coletto_diego,M,SPS/09,assistant professor,unknown,not_same_level,MILANO-BICOCCA,high,Sociology,north,2013,2013,1,1,2013,1,1,0,0,Post_ANVUR,1,2.34501347708895,0,0,0,0,fascia_A,1,1,29,29   Sociology,138
colleoni_matteo,M,SPS/10,associate professor,assistant professor,not_same_level,MILANO-BICOCCA,high,Sociology,north,2011,2011,1,1,2011,1,1,0,0,Post_ANVUR,1,5.28971962616822,0,0,0,0,not_fascia_A,1,1,29,29   Sociology,139
colloca_pasquale,M,SPS/07,assistant professor,unknown,not_same_level,BOLOGNA,high,Humanities,north,2007,2015,8,7,2015,1,1,0,0,Post_ANVUR,6,0.420353982300885,13,0.666666666666667,0.544025967476221,0.433402613657082,fascia_A,2,0.333333333333333,7,7   Humanities,140
colloca_pasquale,M,SPS/07,assistant professor,unknown,not_same_level,BOLOGNA,high,Humanities,north,2007,2015,8,7,2015,2,0.5,0,0,Post_ANVUR,6,0.420353982300885,13,0.666666666666667,0.544025967476221,0.433402613657082,not_fascia_A,4,0.666666666666667,7,7   Humanities,140
colloca_pasquale,M,SPS/07,assistant professor,unknown,not_same_level,BOLOGNA,high,Humanities,north,2007,2015,8,7,2014,2,0.5,0,0,Post_ANVUR,6,1.59946949602122,13,0.666666666666667,0.544025967476221,0.433402613657082,not_fascia_A,4,0.666666666666667,7,7   Humanities,140
colloca_pasquale,M,SPS/07,assistant professor,unknown,not_same_level,BOLOGNA,high,Humanities,north,2007,2015,8,7,2013,2,0.5,0,0,Post_ANVUR,6,2.34501347708895,13,0.666666666666667,0.544025967476221,0.433402613657082,not_fascia_A,4,0.666666666666667,7,7   Humanities,140
colloca_pasquale,M,SPS/07,assistant professor,unknown,not_same_level,BOLOGNA,high,Humanities,north,2007,2015,8,7,2013,1,1,0,0,Post_ANVUR,6,2.34501347708895,13,0.666666666666667,0.544025967476221,0.433402613657082,fascia_A,2,0.333333333333333,7,7   Humanities,140
colloca_pasquale,M,SPS/07,assistant professor,unknown,not_same_level,BOLOGNA,high,Humanities,north,2007,2015,8,7,2011,2,0.5,0,0,Post_ANVUR,6,5.28971962616822,13,0.666666666666667,0.544025967476221,0.433402613657082,not_fascia_A,4,0.666666666666667,7,7   Humanities,140
colloca_pasquale,M,SPS/07,assistant professor,unknown,not_same_level,BOLOGNA,high,Humanities,north,2007,2015,8,7,2007,2,0.5,0,0,Before_ANVUR,1,11.8645833333333,21,1,0.544025967476221,0.11062335381914,not_fascia_A,1,1,7,7   Humanities,140
colombo_asher_daniel,M,SPS/07,full professor,associate professor,not_same_level,BOLOGNA,high,Political Sciences,north,2007,2013,6,3,2013,1,1,0,0,Post_ANVUR,1,2.34501347708895,4,0,0.508325981282011,0.284291187739464,not_fascia_A,1,1,7,7   Political Sciences,141
colombo_asher_daniel,M,SPS/07,full professor,associate professor,not_same_level,BOLOGNA,high,Political Sciences,north,2007,2013,6,3,2009,2,0.5,0,0,Before_ANVUR,2,6.25454545454546,16,0.5,0.508325981282011,0.224034793542547,not_fascia_A,2,1,7,7   Political Sciences,141
colombo_asher_daniel,M,SPS/07,full professor,associate professor,not_same_level,BOLOGNA,high,Political Sciences,north,2007,2013,6,3,2007,1,1,0,0,Before_ANVUR,2,11.8645833333333,16,0.5,0.508325981282011,0.224034793542547,not_fascia_A,2,1,7,7   Political Sciences,141
colombo_enzo,M,SPS/08,full professor,associate professor,not_same_level,MILANO,high,Social Sciences,north,2009,2015,6,6,2015,1,1,0,0,Post_ANVUR,4,0.420353982300885,15,0.75,2.13504850626377,1.70149298452256,not_fascia_A,4,1,28,28   Social Sciences,142
colombo_enzo,M,SPS/08,full professor,associate professor,not_same_level,MILANO,high,Social Sciences,north,2009,2015,6,6,2015,1,1,0,0,Post_ANVUR,4,0.420353982300885,15,0.75,2.13504850626377,1.70149298452256,not_fascia_A,4,1,28,28   Social Sciences,142
colombo_enzo,M,SPS/08,full professor,associate professor,not_same_level,MILANO,high,Social Sciences,north,2009,2015,6,6,2013,2,0.5,0,0,Post_ANVUR,4,2.34501347708895,15,0.75,2.13504850626377,1.70149298452256,not_fascia_A,4,1,28,28   Social Sciences,142
colombo_enzo,M,SPS/08,full professor,associate professor,not_same_level,MILANO,high,Social Sciences,north,2009,2015,6,6,2011,3,0.333333333333333,0,0,Post_ANVUR,4,5.28971962616822,15,0.75,2.13504850626377,1.70149298452256,not_fascia_A,4,1,28,28   Social Sciences,142
colombo_enzo,M,SPS/08,full professor,associate professor,not_same_level,MILANO,high,Social Sciences,north,2009,2015,6,6,2010,1,1,0,0,Before_ANVUR,2,5.21022727272727,28,1,2.13504850626377,0.433555521741213,not_fascia_A,2,1,28,28   Social Sciences,142
colombo_enzo,M,SPS/08,full professor,associate professor,not_same_level,MILANO,high,Social Sciences,north,2009,2015,6,6,2009,3,0.333333333333333,0,0,Before_ANVUR,2,6.25454545454546,28,1,2.13504850626377,0.433555521741213,not_fascia_A,2,1,28,28   Social Sciences,142
colombo_fausto,M,SPS/08,full professor,full professor,same_level,Cattolica del Sacro Cuore,high,Humanities,north,2006,2015,9,8,2015,2,0.5,0,0,Post_ANVUR,6,0.420353982300885,6,1.33333333333333,0.334865175812586,0.334865175812586,not_fascia_A,5,0.833333333333333,13,13   Humanities,143
colombo_fausto,M,SPS/08,full professor,full professor,same_level,Cattolica del Sacro Cuore,high,Humanities,north,2006,2015,9,8,2015,3,0.333333333333333,0,0,Post_ANVUR,6,0.420353982300885,6,1.33333333333333,0.334865175812586,0.334865175812586,not_fascia_A,5,0.833333333333333,13,13   Humanities,143
colombo_fausto,M,SPS/08,full professor,full professor,same_level,Cattolica del Sacro Cuore,high,Humanities,north,2006,2015,9,8,2014,3,0.333333333333333,0,0,Post_ANVUR,6,1.59946949602122,6,1.33333333333333,0.334865175812586,0.334865175812586,not_fascia_A,5,0.833333333333333,13,13   Humanities,143
colombo_fausto,M,SPS/08,full professor,full professor,same_level,Cattolica del Sacro Cuore,high,Humanities,north,2006,2015,9,8,2014,1,1,0,0,Post_ANVUR,6,1.59946949602122,6,1.33333333333333,0.334865175812586,0.334865175812586,fascia_A,1,0.166666666666667,13,13   Humanities,143
colombo_fausto,M,SPS/08,full professor,full professor,same_level,Cattolica del Sacro Cuore,high,Humanities,north,2006,2015,9,8,2014,3,0.333333333333333,0,0,Post_ANVUR,6,1.59946949602122,6,1.33333333333333,0.334865175812586,0.334865175812586,not_fascia_A,5,0.833333333333333,13,13   Humanities,143
colombo_fausto,M,SPS/08,full professor,full professor,same_level,Cattolica del Sacro Cuore,high,Humanities,north,2006,2015,9,8,2013,2,0.5,0,0,Post_ANVUR,6,2.34501347708895,6,1.33333333333333,0.334865175812586,0.334865175812586,not_fascia_A,5,0.833333333333333,13,13   Humanities,143
colombo_fausto,M,SPS/08,full professor,full professor,same_level,Cattolica del Sacro Cuore,high,Humanities,north,2006,2015,9,8,2010,2,0.5,0,0.5,Before_ANVUR,2,5.21022727272727,0,2,0.334865175812586,0,not_fascia_A,2,1,13,13   Humanities,143
colombo_fausto,M,SPS/08,full professor,full professor,same_level,Cattolica del Sacro Cuore,high,Humanities,north,2006,2015,9,8,2006,4,0.25,1,0.5,Before_ANVUR,2,8.55208333333333,0,2,0.334865175812586,0,not_fascia_A,2,1,13,13   Humanities,143
colombo_maddalena,F,SPS/08,associate professor,associate professor,same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2013,2013,1,1,2013,1,1,0,0,Post_ANVUR,1,2.34501347708895,0,0,0,0,not_fascia_A,1,1,13,13   Social Sciences,144
colombo_monica_giancarla_roberta,F,SPS/08,assistant professor,unknown,not_same_level,MILANO-BICOCCA,high,Psychology,north,2011,2013,2,2,2013,4,0.25,0,0,Post_ANVUR,2,2.34501347708895,6,3,0.201132163600179,0.201132163600179,not_fascia_A,2,1,29,29   Psychology,145
colombo_monica_giancarla_roberta,F,SPS/08,assistant professor,unknown,not_same_level,MILANO-BICOCCA,high,Psychology,north,2011,2013,2,2,2011,4,0.25,0,0,Post_ANVUR,2,5.28971962616822,6,3,0.201132163600179,0.201132163600179,not_fascia_A,2,1,29,29   Psychology,145
colombo_sabrina,F,SPS/09,associate professor,assistant professor,not_same_level,MILANO,high,Social Sciences,north,2011,2014,3,4,2014,9,0.111111111111111,0,0,Post_ANVUR,4,1.59946949602122,3,2.25,0.09452296819788,0.09452296819788,not_fascia_A,4,1,28,28   Social Sciences,146
colombo_sabrina,F,SPS/09,associate professor,assistant professor,not_same_level,MILANO,high,Social Sciences,north,2011,2014,3,4,2011,1,1,0,0,Post_ANVUR,4,5.28971962616822,3,2.25,0.09452296819788,0.09452296819788,not_fascia_A,4,1,28,28   Social Sciences,146
colombo_sabrina,F,SPS/09,associate professor,assistant professor,not_same_level,MILANO,high,Social Sciences,north,2011,2014,3,4,2011,1,1,0,0,Post_ANVUR,4,5.28971962616822,3,2.25,0.09452296819788,0.09452296819788,not_fascia_A,4,1,28,28   Social Sciences,146
colombo_sabrina,F,SPS/09,associate professor,assistant professor,not_same_level,MILANO,high,Social Sciences,north,2011,2014,3,4,2011,2,0.5,0,0,Post_ANVUR,4,5.28971962616822,3,2.25,0.09452296819788,0.09452296819788,not_fascia_A,4,1,28,28   Social Sciences,146
commisso_giuliana,F,SPS/09,assistant professor,assistant professor,same_level,della CALABRIA,medium,Political Sciences,south,2007,2015,8,4,2015,1,1,0,0,Post_ANVUR,3,0.420353982300885,4,0.666666666666667,0.142145593869732,0.142145593869732,not_fascia_A,3,1,15,15   Political Sciences,147
commisso_giuliana,F,SPS/09,assistant professor,assistant professor,same_level,della CALABRIA,medium,Political Sciences,south,2007,2015,8,4,2013,3,0.333333333333333,0,0,Post_ANVUR,3,2.34501347708895,4,0.666666666666667,0.142145593869732,0.142145593869732,not_fascia_A,3,1,15,15   Political Sciences,147
commisso_giuliana,F,SPS/09,assistant professor,assistant professor,same_level,della CALABRIA,medium,Political Sciences,south,2007,2015,8,4,2013,1,1,0,0,Post_ANVUR,3,2.34501347708895,4,0.666666666666667,0.142145593869732,0.142145593869732,not_fascia_A,3,1,15,15   Political Sciences,147
commisso_giuliana,F,SPS/09,assistant professor,assistant professor,same_level,della CALABRIA,medium,Political Sciences,south,2007,2015,8,4,2007,1,1,0,0,Before_ANVUR,1,11.8645833333333,0,0,0.142145593869732,0,not_fascia_A,1,1,15,15   Political Sciences,147
comunello_francesca,F,SPS/08,associate professor,assistant professor,not_same_level,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",low,Humanities,center,2009,2015,6,8,2015,2,0.5,0,0.107142857142857,Post_ANVUR,7,0.420353982300885,20,1.42857142857143,0.468200703100032,0.468200703100032,not_fascia_A,7,1,22,22   Humanities,148
comunello_francesca,F,SPS/08,associate professor,assistant professor,not_same_level,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",low,Humanities,center,2009,2015,6,8,2015,4,0.25,0.75,0.107142857142857,Post_ANVUR,7,0.420353982300885,20,1.42857142857143,0.468200703100032,0.468200703100032,not_fascia_A,7,1,22,22   Humanities,148
comunello_francesca,F,SPS/08,associate professor,assistant professor,not_same_level,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",low,Humanities,center,2009,2015,6,8,2015,5,0.2,0,0.107142857142857,Post_ANVUR,7,0.420353982300885,20,1.42857142857143,0.468200703100032,0.468200703100032,not_fascia_A,7,1,22,22   Humanities,148
comunello_francesca,F,SPS/08,associate professor,assistant professor,not_same_level,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",low,Humanities,center,2009,2015,6,8,2014,2,0.5,0,0.107142857142857,Post_ANVUR,7,1.59946949602122,20,1.42857142857143,0.468200703100032,0.468200703100032,not_fascia_A,7,1,22,22   Humanities,148
comunello_francesca,F,SPS/08,associate professor,assistant professor,not_same_level,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",low,Humanities,center,2009,2015,6,8,2012,2,0.5,0,0.107142857142857,Post_ANVUR,7,3.55972696245734,20,1.42857142857143,0.468200703100032,0.468200703100032,not_fascia_A,7,1,22,22   Humanities,148
comunello_francesca,F,SPS/08,associate professor,assistant professor,not_same_level,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",low,Humanities,center,2009,2015,6,8,2011,1,1,0,0.107142857142857,Post_ANVUR,7,5.28971962616822,20,1.42857142857143,0.468200703100032,0.468200703100032,not_fascia_A,7,1,22,22   Humanities,148
comunello_francesca,F,SPS/08,associate professor,assistant professor,not_same_level,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",low,Humanities,center,2009,2015,6,8,2011,1,1,0,0.107142857142857,Post_ANVUR,7,5.28971962616822,20,1.42857142857143,0.468200703100032,0.468200703100032,not_fascia_A,7,1,22,22   Humanities,148
comunello_francesca,F,SPS/08,associate professor,assistant professor,not_same_level,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",low,Humanities,center,2009,2015,6,8,2009,1,1,0,0,Before_ANVUR,1,6.25454545454546,0,0,0.468200703100032,0,not_fascia_A,1,1,22,22   Humanities,148
condorelli_rosalia,F,SPS/07,assistant professor,assistant professor,same_level,CATANIA,medium,Political Sciences,isolated,2012,2015,3,6,2015,1,1,0,0,Post_ANVUR,6,0.420353982300885,5,0,1.36156483161928,1.36156483161928,not_fascia_A,5,0.833333333333333,11,11   Political Sciences,149
condorelli_rosalia,F,SPS/07,assistant professor,assistant professor,same_level,CATANIA,medium,Political Sciences,isolated,2012,2015,3,6,2015,1,1,0,0,Post_ANVUR,6,0.420353982300885,5,0,1.36156483161928,1.36156483161928,not_fascia_A,5,0.833333333333333,11,11   Political Sciences,149
condorelli_rosalia,F,SPS/07,assistant professor,assistant professor,same_level,CATANIA,medium,Political Sciences,isolated,2012,2015,3,6,2013,1,1,0,0,Post_ANVUR,6,2.34501347708895,5,0,1.36156483161928,1.36156483161928,not_fascia_A,5,0.833333333333333,11,11   Political Sciences,149
condorelli_rosalia,F,SPS/07,assistant professor,assistant professor,same_level,CATANIA,medium,Political Sciences,isolated,2012,2015,3,6,2013,1,1,0,0,Post_ANVUR,6,2.34501347708895,5,0,1.36156483161928,1.36156483161928,not_fascia_A,5,0.833333333333333,11,11   Political Sciences,149
condorelli_rosalia,F,SPS/07,assistant professor,assistant professor,same_level,CATANIA,medium,Political Sciences,isolated,2012,2015,3,6,2013,1,1,0,0,Post_ANVUR,6,2.34501347708895,5,0,1.36156483161928,1.36156483161928,not_fascia_A,5,0.833333333333333,11,11   Political Sciences,149
condorelli_rosalia,F,SPS/07,assistant professor,assistant professor,same_level,CATANIA,medium,Political Sciences,isolated,2012,2015,3,6,2012,1,1,0,0,Post_ANVUR,6,3.55972696245734,5,0,1.36156483161928,1.36156483161928,fascia_A,1,0.166666666666667,11,11   Political Sciences,149
consoli_maria_teresa,F,SPS/12,associate professor,associate professor,same_level,CATANIA,medium,Political Sciences,isolated,2012,2015,3,2,2015,7,0.142857142857143,0,0,Post_ANVUR,2,0.420353982300885,0,5,0,0,not_fascia_A,2,1,11,11   Political Sciences,150
consoli_maria_teresa,F,SPS/12,associate professor,associate professor,same_level,CATANIA,medium,Political Sciences,isolated,2012,2015,3,2,2012,5,0.2,0,0,Post_ANVUR,2,3.55972696245734,0,5,0,0,not_fascia_A,2,1,11,11   Political Sciences,150
corbisiero_fabio,M,SPS/10,assistant professor,assistant professor,same_level,"NAPOLI ""Federico II""",high,Social Sciences,south,2013,2015,2,3,2015,1,1,0,0,Post_ANVUR,3,0.420353982300885,0,0,0,0,not_fascia_A,3,1,32,32   Social Sciences,151
corbisiero_fabio,M,SPS/10,assistant professor,assistant professor,same_level,"NAPOLI ""Federico II""",high,Social Sciences,south,2013,2015,2,3,2014,1,1,0,0,Post_ANVUR,3,1.59946949602122,0,0,0,0,not_fascia_A,3,1,32,32   Social Sciences,151
corbisiero_fabio,M,SPS/10,assistant professor,assistant professor,same_level,"NAPOLI ""Federico II""",high,Social Sciences,south,2013,2015,2,3,2013,1,1,0,0,Post_ANVUR,3,2.34501347708895,0,0,0,0,not_fascia_A,3,1,32,32   Social Sciences,151
cornali_federica,F,SPS/07,assistant professor,assistant professor,same_level,TORINO,high,Social Sciences,north,2011,2015,4,3,2015,1,1,0,0,Post_ANVUR,3,0.420353982300885,0,0,0,0,not_fascia_A,3,1,56,56   Social Sciences,152
cornali_federica,F,SPS/07,assistant professor,assistant professor,same_level,TORINO,high,Social Sciences,north,2011,2015,4,3,2011,1,1,0,0,Post_ANVUR,3,5.28971962616822,0,0,0,0,not_fascia_A,3,1,56,56   Social Sciences,152
cornali_federica,F,SPS/07,assistant professor,assistant professor,same_level,TORINO,high,Social Sciences,north,2011,2015,4,3,2011,1,1,0,0,Post_ANVUR,3,5.28971962616822,0,0,0,0,not_fascia_A,3,1,56,56   Social Sciences,152
corposanto_cleto,M,SPS/07,full professor,full professor,same_level,CATANZARO,medium,Social Sciences,south,2014,2014,1,2,2014,2,0.5,0,0,Post_ANVUR,2,1.59946949602122,0,1,0,0,not_fascia_A,2,1,12,12   Social Sciences,153
corposanto_cleto,M,SPS/07,full professor,full professor,same_level,CATANZARO,medium,Social Sciences,south,2014,2014,1,2,2014,2,0.5,0,0,Post_ANVUR,2,1.59946949602122,0,1,0,0,not_fascia_A,2,1,12,12   Social Sciences,153
corradi_consuelo,F,SPS/07,full professor,full professor,same_level,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",low,Humanities,center,2009,2014,5,3,2014,2,0.5,0.5,0.25,Post_ANVUR,2,1.59946949602122,3,0.5,0.187562189054726,0.187562189054726,not_fascia_A,1,0.5,22,22   Humanities,154
corradi_consuelo,F,SPS/07,full professor,full professor,same_level,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",low,Humanities,center,2009,2014,5,3,2013,1,1,0,0.25,Post_ANVUR,2,2.34501347708895,3,0.5,0.187562189054726,0.187562189054726,fascia_A,1,0.5,22,22   Humanities,154
corradi_consuelo,F,SPS/07,full professor,full professor,same_level,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",low,Humanities,center,2009,2014,5,3,2009,1,1,0,0,Before_ANVUR,1,6.25454545454546,0,0,0.187562189054726,0,not_fascia_A,1,1,22,22   Humanities,154
corradi_maria_laura,F,SPS/07,assistant professor,assistant professor,same_level,della CALABRIA,medium,Political Sciences,south,2008,2012,4,2,2012,1,1,0,0,Post_ANVUR,1,3.55972696245734,0,0,0,0,not_fascia_A,1,1,15,15   Political Sciences,155
corradi_maria_laura,F,SPS/07,assistant professor,assistant professor,same_level,della CALABRIA,medium,Political Sciences,south,2008,2012,4,2,2008,1,1,0,0,Before_ANVUR,1,8.54545454545455,0,0,0,0,not_fascia_A,1,1,15,15   Political Sciences,155
corrado_alessandra,F,SPS/10,assistant professor,assistant professor,same_level,della CALABRIA,medium,Political Sciences,south,2010,2010,1,1,2010,1,1,0,0,Before_ANVUR,1,5.21022727272727,2,0,0.383860414394766,0.383860414394766,not_fascia_A,1,1,15,15   Political Sciences,156
